Sample;Frequency (GHz);LG (mV) mean;HG (mV) mean;LG (mV) std deviation;HG (mV) std deviation;LG (mV) variance;HG (mV) variance;Thickness (mm)
E2;440;0.086890876;91.4142564;0.982124734;10.39954336;0.964568993;108.1505021;0.2
E2;450;0.068672934;60.01792271;0.983578863;8.521323011;0.96742738;72.61294586;0.2
E2;460;0.065401392;56.98854115;0.912547876;9.122410649;0.832743627;83.21837604;0.2
E2;470;0.046958856;37.73343369;0.951401242;7.733934975;0.905164324;59.8137502;0.2
E2;480;0.0176584;32.67457405;0.91490309;7.85430682;0.837047664;61.69013562;0.2
E2;490;0.038242609;31.26514584;0.913143136;7.858692417;0.833830387;61.7590465;0.2
E2;500;0.046983002;36.34225425;0.896928413;8.868963188;0.804480577;78.65850803;0.2
E2;510;0.012478426;13.2436835;0.894906528;7.356391959;0.800857693;54.11650266;0.2
E2;520;0.011367777;18.58908224;0.922876036;7.50784604;0.851700179;56.36775216;0.2
E2;530;0.021980042;22.6714906;0.902642639;7.589872369;0.814763734;57.60616258;0.2
E2;540;-0.01708722;10.62738429;0.887867911;7.408336265;0.788309428;54.88344622;0.2
E2;550;0.000240087;9.55878006;0.877906451;7.544496919;0.770719737;56.91943376;0.2
E2;560;0.023222078;8.611249681;0.883452615;7.548255875;0.780488523;56.97616675;0.2
E2;570;0.038997233;8.711185892;0.900575178;7.506339502;0.811035651;56.34513273;0.2
E2;580;0.037803443;10.23323195;0.856711632;7.38845175;0.733954821;54.58921926;0.2
E2;590;0.046662099;11.88546694;0.862903176;7.468046425;0.744601892;55.77171741;0.2
E2;600;0.025636974;8.669048297;0.867154947;7.494262386;0.751957701;56.16396871;0.2
E3;100;12.21357952;-0.022669704;2.071138297;0.764770527;4.289613846;0.58487396;0.1
E3;110;52.21244973;0.003689567;30.69146531;0.723885663;941.9660426;0.524010454;0.1
E3;120;95.19525496;-0.020725176;20.93674838;0.73369929;438.3474328;0.538314648;0.1
E3;130;39.34894077;-0.005462913;9.074996695;0.757821597;82.35556501;0.574293573;0.1
E3;140;71.33893442;-0.003045147;14.25615859;0.75598446;203.2380577;0.571512504;0.1
E3;150;65.04323925;-0.026949153;5.939187317;0.749415187;35.27394599;0.561623122;0.1
E3;160;29.16681214;-0.007492103;4.044106137;0.742810563;16.35479445;0.551767532;0.1
E3;170;9.21384055;0.080165857;4.125549518;0.75347261;17.02015882;0.567720974;0.1
E3;180;17.19884382;-0.008300176;2.817590078;0.773025459;7.93881385;0.59756836;0.1
E3;190;13.0304186;-0.018497833;2.759346042;0.768494359;7.61399058;0.59058358;0.1
E3;200;3.3421895;0.142996301;2.989469474;0.751073815;8.936927733;0.564111875;0.1
E3;210;12.11367807;-0.011260797;1.948457282;0.774984236;3.79648578;0.600600566;0.1
E3;220;4.967968789;0.24722736;1.056886196;0.751264548;1.117008431;0.56439842;0.1
E3;230;1.639982122;502.7653047;0.895674533;199.913566;0.802232869;39965.43386;0.1
E3;240;6.951716088;0.045822312;1.371766825;0.761323138;1.881744223;0.57961292;0.1
E3;250;1.590508889;129.1983963;0.927811822;112.684771;0.860834776;12697.85761;0.1
E3;260;5.117794277;0.109742598;1.053506263;0.752111115;1.109875446;0.565671129;0.1
E3;270;3.308639355;0.22375197;1.014479926;0.75800311;1.029169519;0.574568715;0.1
E3;280;3.229147949;0.192046568;1.00291927;0.77332344;1.005847063;0.598029143;0.1
E3;290;1.142959924;575.1915046;0.967612994;115.7636744;0.936274905;13401.22831;0.1
E3;300;2.548183109;0.158315658;1.037417992;0.785663927;1.07623609;0.617267806;0.1
E3;310;1.577859472;0.004148752;1.052425652;0.745172429;1.107599752;0.555281949;0.1
E3;320;1.35455321;41.79435258;1.018344165;51.96568676;1.037024838;2700.432601;0.1
E3;330;1.201558847;191.1038997;1.045648197;53.86678397;1.093380151;2901.630416;0.1
E3;340;0.908470387;759.6463668;1.029603692;41.37281644;1.060083763;1711.70994;0.1
E3;350;0.692368269;552.2177621;0.967594631;35.25843705;0.93623937;1243.157383;0.1
E3;360;0.638300658;537.2835823;1.062949511;25.69408446;1.129861662;660.1859763;0.1
E3;370;0.411084723;351.1554932;0.910958997;17.28225553;0.829846295;298.6763562;0.1
E3;380;0.476521029;395.7089573;0.975885725;15.40096232;0.952352949;237.1896403;0.1
E3;390;0.448793777;369.9678082;0.911083424;27.99161688;0.830073006;783.5306155;0.1
E3;400;0.302409648;268.0113615;0.918905235;16.81439893;0.844386832;282.7240113;0.1
E3;410;0.292549932;246.6644077;0.937248415;21.64486583;0.878434592;468.5002169;0.1
E3;420;0.15923297;138.5135169;0.936997359;14.31490098;0.877964051;204.91639;0.1
E3;430;0.174633718;156.6945293;0.919405911;9.5024766;0.845307228;90.29706152;0.1
E3;440;0.15255723;131.2700794;0.932823344;9.112974955;0.870159392;83.04631253;0.1
E3;450;0.104865524;95.07101333;0.931238584;8.284563367;0.8672053;68.63399019;0.1
E3;460;0.055320474;45.85038303;0.89327678;9.003519398;0.797943405;81.06336155;0.1
E3;470;0.063698394;51.64042352;0.94766434;9.227315006;0.898067701;85.14334223;0.1
E3;480;0.063547426;38.17129308;0.884421038;8.443860873;0.782200572;71.29878645;0.1
E3;490;0.034314039;48.62681339;0.914163203;8.770144131;0.835694361;76.91542809;0.1
E3;500;0.042308172;34.48998323;0.892689573;8.925761497;0.796894674;79.66921831;0.1
E3;510;0.032302711;14.67573527;0.912312249;8.349549622;0.832313639;69.71497889;0.1
E3;520;-0.012053004;11.58147387;0.88771289;8.430316467;0.788034175;71.07023574;0.1
E3;530;0.07054667;21.38700035;0.864894585;8.430658585;0.748042644;71.07600418;0.1
E3;540;0.020634126;13.7469097;0.863005784;8.501262175;0.744778984;72.27145856;0.1
E3;550;0.009372772;10.22469652;0.907859127;8.24927146;0.824208195;68.05047962;0.1
E3;560;0.012689862;8.824850491;0.844474646;8.193120528;0.713137428;67.12722398;0.1
E3;570;-0.000193243;11.71510776;0.867370925;8.443852921;0.752332321;71.29865215;0.1
E3;580;0.021267702;14.92761783;0.879702117;8.159446731;0.773875814;66.57657096;0.1
E3;590;0.038776555;10.55951752;0.853524025;8.420890654;0.728503261;70.91139941;0.1
E3;600;0.003437779;13.082114;0.844696991;8.808963101;0.713513007;77.59783092;0.1
F1;100;129.2763279;-0.020499803;52.1766397;0.765905632;2722.40173;0.586611437;0.29
F1;110;54.21739218;0.004892199;33.63324627;0.686830568;1131.195255;0.471736228;0.29
F1;120;122.6647222;-0.008644963;32.71539212;0.753785144;1070.296882;0.568192044;0.29
F1;130;70.6173787;-0.005468509;6.967896997;0.736075571;48.55158856;0.541807246;0.29
F1;140;68.21825397;-0.035339787;11.50402822;0.734948787;132.3426652;0.540149719;0.29
F1;150;66.62581575;0.00179016;5.8413156;0.730498062;34.12096794;0.533627419;0.29
F1;160;28.97278352;-0.003950521;1.887129048;0.736272527;3.561256042;0.542097234;0.29
F1;170;13.08468334;-0.001549491;3.812777535;0.739082633;14.53727253;0.546243138;0.29
F1;180;17.12944546;-0.024465843;1.833732045;0.755445231;3.362573214;0.570697497;0.29
F1;190;12.91445954;0.000436975;2.514970961;0.734605015;6.325078932;0.539644528;0.29
F1;200;3.898323718;0.231684673;3.129478156;0.770336574;9.793633526;0.593418437;0.29
F1;210;5.444087784;63.67994497;4.406130905;63.27166967;19.41398955;4003.304183;0.29
F1;220;4.529028377;0.255127143;1.768551457;0.769422697;3.127774256;0.592011287;0.29
F1;230;0.652237186;542.5773377;1.01290634;36.52555493;1.025979254;1334.116163;0.29
F1;240;7.271726131;0.010111988;1.282667825;0.777978599;1.645236749;0.605250701;0.29
F1;250;1.216617005;782.7040921;1.149093977;118.2033246;1.320416968;13972.02596;0.29
F1;260;4.334781209;0.21114686;0.996120228;0.778472375;0.992255508;0.606019239;0.29
F1;270;3.271940736;0.22962956;0.979922735;0.762035376;0.960248566;0.580697914;0.29
F1;280;2.822894122;0.171908163;1.045425801;0.743932325;1.092915105;0.553435304;0.29
F1;290;1.085842628;807.9979675;0.979741691;63.85765307;0.959893781;4077.799856;0.29
F1;300;3.799267462;0.217154652;1.106858264;0.763354422;1.225135218;0.582709974;0.29
F1;310;1.391511484;1.908807329;0.965116064;3.141727758;0.931449017;9.870453305;0.29
F1;320;1.279295899;201.4617762;1.03221115;20.80430934;1.065459858;432.819287;0.29
F1;330;1.291657459;82.92545519;1.083835455;43.11566342;1.174699294;1858.960433;0.29
F1;340;0.6405605;536.8448039;1.009378247;21.63355743;1.018844445;468.010807;0.29
F1;350;0.921700481;759.9200726;1.095209702;35.14714884;1.199484292;1235.322071;0.29
F1;360;0.653176298;556.1813203;1.134979039;35.94125488;1.288177419;1291.773802;0.29
F1;370;0.50725721;432.3944243;0.975070646;14.87915188;0.950762764;221.3891606;0.29
F1;380;0.419887967;351.0356704;1.002436532;14.38738985;1.004879001;206.9969867;0.29
F1;390;1.047399041;477.7989883;0.993655155;16.24088871;0.987350568;263.7664662;0.29
F1;400;0.569311163;474.6045407;0.954891805;18.85664491;0.911818359;355.5730572;0.29
F1;410;0.456595425;378.044823;0.917987015;17.66224334;0.842700159;311.9548398;0.29
F1;420;0.283244227;245.9701119;0.930116863;9.451694253;0.86511738;89.33452425;0.29
F1;430;0.374501836;291.0137391;0.992191658;14.44053673;0.984444287;208.5291011;0.29
F1;440;0.315376613;254.4464005;0.922172285;9.56182585;0.850401722;91.42851358;0.29
F1;450;0.34992863;298.5949506;0.918772287;10.29980557;0.844142515;106.0859948;0.29
F1;460;0.168686971;125.1615543;0.859551539;10.42360003;0.738828849;108.6514375;0.29
F1;470;0.169630748;152.3646717;0.956834171;9.825181562;0.915531632;96.53419273;0.29
F1;480;0.155048215;107.5653007;0.858195387;9.703687904;0.736499323;94.16155894;0.29
F1;490;0.097006009;80.75771345;0.932350426;7.109995092;0.869277317;50.55203021;0.29
F1;500;0.117723573;102.810017;0.88303727;7.550386427;0.779754819;57.0083352;0.29
F1;510;0.075582403;71.45175167;0.889961658;6.801107833;0.792031753;46.25506776;0.29
F1;520;0.071782744;61.21327441;0.897576137;7.120092141;0.805642922;50.6957121;0.29
F1;530;0.051954629;55.20906571;0.898535834;6.937533882;0.807366645;48.12937637;0.29
F1;540;0.079964377;55.3905136;0.891552473;6.774157894;0.794865812;45.88921517;0.29
F1;550;0.023501511;42.2243176;0.892851413;6.826086909;0.797183646;46.59546249;0.29
F1;560;0.042788038;37.7693229;0.881407696;6.825965927;0.776879527;46.59381084;0.29
F1;570;0.037462672;29.65613946;0.89572402;6.96987475;0.80232152;48.57915403;0.29
F1;580;0.032699917;38.92074121;0.872031153;7.017350816;0.760438331;49.24321247;0.29
F1;590;0.062828205;40.28317896;0.842148849;6.992551464;0.709214684;48.89577598;0.29
F1;600;0.024757072;27.81470231;0.860508581;6.768107466;0.740475018;45.80727867;0.29
G1;100;106.6266279;-0.006814236;40.30803643;0.713266469;1624.737801;0.508749055;0.1
G1;110;53.05585934;-0.016739272;28.83183167;0.704125986;831.2745173;0.495793404;0.1
G1;120;154.4354228;0.014610583;51.69224224;0.717676886;2672.087907;0.515060113;0.1
G1;130;50.51134143;-0.026399454;5.815546688;0.718302335;33.82058328;0.515958245;0.1
G1;140;60.14301861;-0.011084211;5.978531806;0.733142688;35.74284256;0.537498202;0.1
G1;150;65.95594145;-0.005871107;8.182876588;0.756103109;66.95946925;0.571691912;0.1
G1;160;30.55562439;-0.025399207;3.000288151;0.748477525;9.001728989;0.560218605;0.1
G1;170;17.02490994;-0.001270019;1.934851773;0.732462358;3.743651383;0.536501105;0.1
G1;180;21.70365472;-0.024105363;4.302797088;0.728647747;18.51406278;0.53092754;0.1
G1;190;12.61655382;-0.032452498;2.943645058;0.742845315;8.665046228;0.551819161;0.1
G1;200;5.887452061;0.173824095;3.399781981;0.743602671;11.55851752;0.552944932;0.1
G1;210;4.93524328;0.256403164;1.868841024;0.754688006;3.492566772;0.569553986;0.1
G1;220;4.757910741;0.261404121;1.782056824;0.741305039;3.175726523;0.549533161;0.1
G1;230;1.07521809;872.4954331;0.907912913;59.41682839;0.824305858;3530.359495;0.1
G1;240;5.843382559;0.096305852;1.63173718;0.760919172;2.662566224;0.578997986;0.1
G1;250;1.439255814;357.2712596;1.129484011;134.057591;1.275734131;17971.43771;0.1
G1;260;4.552762776;0.207663413;1.133935521;0.775823603;1.285809767;0.601902263;0.1
G1;270;2.932367041;0.15239146;1.006587066;0.752271653;1.013217521;0.56591264;0.1
G1;280;2.018011125;0.020815489;1.083237237;0.766677354;1.173402912;0.587794165;0.1
G1;290;1.371865143;65.24641891;0.954910243;43.05955817;0.911853572;1854.12555;0.1
G1;300;2.133969805;0.055185529;1.003591065;0.742771793;1.007195026;0.551709937;0.1
G1;310;1.148975654;472.1826782;0.923768041;78.56577463;0.853347393;6172.580943;0.1
G1;320;1.230923943;392.1342696;0.969040916;34.13611181;0.939040298;1165.274129;0.1
G1;330;1.205130876;186.2034293;0.989762371;25.24525443;0.979629552;637.322871;0.1
G1;340;0.548166938;452.3547809;1.013580064;18.56401578;1.027344547;344.6226817;0.1
G1;350;0.463049424;372.6336806;0.983044086;15.37507152;0.966375676;236.3928243;0.1
G1;360;0.205636519;167.1409368;1.014694541;11.61812581;1.029605012;134.9808473;0.1
G1;370;0.386867941;324.8616511;0.935870596;14.59018595;0.875853773;212.8735261;0.1
G1;380;0.23190876;172.0952275;0.907142745;11.12719865;0.822907959;123.8145499;0.1
G1;390;0.650248893;541.3866346;0.895290505;24.11929392;0.801545088;581.7403394;0.1
G1;400;0.24110911;219.9962403;0.935335477;11.70543404;0.874852454;137.017186;0.1
G1;410;0.322210162;267.8122647;0.879827745;16.71159896;0.77409686;279.2775398;0.1
G1;420;0.19005565;157.5945175;0.940590113;8.458036879;0.884709761;71.53838785;0.1
G1;430;0.146854927;141.0861467;0.933749379;8.242865488;0.871887902;67.94483146;0.1
G1;440;0.083738987;93.47667419;0.895615628;7.880791224;0.802127353;62.10687032;0.1
G1;450;0.141320888;131.033545;0.946629291;9.437973441;0.896107015;89.07534268;0.1
G1;460;0.134509084;105.989102;0.851538629;12.87454307;0.725118037;165.7538592;0.1
G1;470;0.08201517;53.05374993;0.891942611;8.232379175;0.795561621;67.77206689;0.1
G1;480;0.052665009;62.704747;0.877289984;7.4453138;0.769637716;55.43269759;0.1
G1;490;0.077679471;56.1403187;0.89121625;8.153366439;0.794266404;66.47738429;0.1
G1;500;0.082712117;45.13150179;0.867819903;7.291755526;0.753111383;53.16969864;0.1
G1;510;0.048027511;52.61082434;0.89217145;7.793443482;0.795969896;60.73776131;0.1
G1;520;0.03911785;31.83091514;0.891266856;7.141710174;0.794356609;51.00402421;0.1
G1;530;0.038900901;31.4516221;0.872459504;7.696527087;0.761185586;59.2365292;0.1
G1;540;0.059035165;34.41819788;0.868007068;7.112525093;0.75343627;50.5880132;0.1
G1;550;0.055545286;31.77562987;0.871635726;7.260129648;0.759748838;52.7094825;0.1
G1;560;0.086685037;43.70630019;0.878430023;7.213883636;0.771639304;52.04011711;0.1
G1;570;0.071537221;33.77852368;0.884235404;7.388640062;0.78187225;54.59200197;0.1
G1;580;0.01647115;30.5712135;0.856655942;7.269608491;0.733859404;52.84720761;0.1
G1;590;0.046955849;36.56081881;0.849307854;7.177301693;0.721323831;51.51365959;0.1
G1;600;0.040148605;23.30905031;0.862468158;7.214609833;0.743851323;52.05059505;0.1
H1;100;54.23696572;-0.019956834;28.60801223;0.73818256;818.4183636;0.544913492;0.07
H1;110;48.58758088;-0.026444936;23.23602456;0.730482288;539.9128371;0.533604373;0.07
H1;120;154.29587;-0.014100684;52.25053189;0.751088701;2730.118083;0.564134237;0.07
H1;130;48.2965209;-0.00831098;4.944632835;0.774569219;24.44939387;0.599957475;0.07
H1;140;70.1384423;0.004423734;6.449509071;0.779502866;41.59616726;0.607624718;0.07
H1;150;61.74133289;-0.005530902;10.48090394;0.750760912;109.8493475;0.563641947;0.07
H1;160;34.25018018;-0.011599194;2.916284273;0.761088586;8.504713963;0.579255835;0.07
H1;170;19.81745332;-0.004200292;3.571753806;0.778291294;12.75742525;0.605737339;0.07
H1;180;18.24418845;0.007879269;4.309867096;0.763060845;18.57495438;0.582261853;0.07
H1;190;13.27625846;-0.015395608;3.406770611;0.754958368;11.606086;0.569962137;0.07
H1;200;4.420469285;0.249443418;3.292182008;0.757915363;10.83846237;0.574435697;0.07
H1;210;6.308220504;0.144776915;1.740420888;0.779660401;3.029064868;0.607870341;0.07
H1;220;5.309164489;0.253542144;1.396077327;0.801465504;1.949031904;0.642346955;0.07
H1;230;1.225580343;1008.216108;1.006334619;35.59754709;1.012709366;1267.185359;0.07
H1;240;4.85013801;0.196499118;1.692429024;0.782010022;2.864316001;0.611539674;0.07
H1;250;0.962891467;812.4319517;1.040102279;40.45233204;1.081812751;1636.391168;0.07
H1;260;7.433118956;-0.040082821;1.333141868;0.75188192;1.77726724;0.565326422;0.07
H1;270;3.597664978;0.223188363;1.067695947;0.773301966;1.139974635;0.597995931;0.07
H1;280;2.799570528;0.202862319;1.054272731;0.771543504;1.111490991;0.595279378;0.07
H1;290;1.07869208;822.7177158;1.010688841;35.35746842;1.021491933;1250.150573;0.07
H1;300;2.496012906;0.104047998;1.022124103;0.789508176;1.044737682;0.62332316;0.07
H1;310;1.17196223;458.5253933;1.060121712;26.6553816;1.123858044;710.5093681;0.07
H1;320;1.175478841;434.1546628;0.99954453;42.27880052;0.999089268;1787.496973;0.07
H1;330;1.347984477;0.736923061;1.116605922;1.730475406;1.246808785;2.994545132;0.07
H1;340;0.558382554;493.0966822;1.030990973;22.28487651;1.062942385;496.615721;0.07
H1;350;0.648470281;548.7077757;1.012963492;21.64924815;1.026095035;468.6899453;0.07
H1;360;0.563246825;471.5213385;1.13805154;49.26117107;1.295161308;2426.662976;0.07
H1;370;0.387358266;315.1554154;0.997687564;13.55988184;0.995380476;183.8703955;0.07
H1;380;0.37757399;320.3544061;1.124811411;25.69847596;1.26520071;660.4116666;0.07
H1;390;0.717325533;596.2915173;0.939368189;29.68387785;0.882412594;881.1326042;0.07
H1;400;0.299345452;250.6724098;1.023457924;16.27052732;1.047466123;264.7300594;0.07
H1;410;0.268316959;212.7710104;0.997863038;12.43001792;0.995730643;154.5053455;0.07
H1;420;0.292717062;250.0117534;0.974643967;12.13432441;0.949930862;147.241829;0.07
H1;430;0.258204597;228.6585277;0.976890031;12.60125708;0.954314133;158.7916799;0.07
H1;440;0.148405603;118.5909458;0.965067533;7.999895624;0.931355342;63.99832999;0.07
H1;450;0.177814561;148.4366834;0.946880129;8.767978033;0.896581979;76.87743878;0.07
H1;460;0.15312517;91.08215242;0.947886547;7.856264184;0.898488906;61.72088693;0.07
H1;470;0.142850204;131.2832689;0.980429231;7.773764385;0.961241478;60.43141271;0.07
H1;480;0.062069036;48.79962949;0.938482755;7.000178507;0.880749882;49.00249914;0.07
H1;490;0.114748074;103.4787507;0.938578927;8.639500207;0.880930402;74.64096383;0.07
H1;500;0.07651368;59.98576411;0.924251666;7.933673948;0.854241142;62.94318232;0.07
H1;510;0.036513702;60.37413437;0.952977633;8.381636389;0.90816637;70.25182855;0.07
H1;520;0.061992913;47.44431979;0.904787659;7.278684754;0.818640707;52.97925175;0.07
H1;530;0.047605544;40.09458655;0.913674039;7.209825244;0.834800249;51.98158006;0.07
H1;540;0.031231104;42.52052442;0.901552008;7.150708216;0.812796023;51.13262799;0.07
H1;550;0.087533562;63.36275246;0.889307285;7.238661835;0.790867448;52.39822516;0.07
H1;560;0.021123849;39.54261622;0.896442623;7.007474803;0.803609377;49.10470312;0.07
H1;570;0.06785222;38.71865675;0.891809092;6.937557836;0.795323457;48.12970873;0.07
H1;580;0.067811474;40.35171933;0.869720575;7.438600925;0.756413879;55.33278373;0.07
H1;590;0.075160611;34.1906446;0.878137329;7.690699374;0.771125169;59.14685686;0.07
H1;600;0.038705432;26.02119567;0.846291252;7.361262508;0.716208884;54.18818571;0.07
I1;100;56.34506933;-0.017570317;21.80465938;0.740892346;475.4431706;0.548921468;0.36
I1;110;51.40544592;-0.006705346;18.93085039;0.71317675;358.3770963;0.508621077;0.36
I1;120;106.6623638;-0.016228079;32.70637383;0.712275195;1069.706889;0.507335953;0.36
I1;130;34.41482197;-0.002234652;5.907307246;0.743335573;34.8962789;0.552547775;0.36
I1;140;78.92841333;-0.021622278;12.05446233;0.756690578;145.310062;0.57258063;0.36
I1;150;41.6396224;-0.017048668;6.23117452;0.785600788;38.8275359;0.617168598;0.36
I1;160;23.28313068;-0.023109478;3.597478724;0.754214852;12.94185317;0.568840043;0.36
I1;170;19.74979162;-0.008428231;1.704359763;0.779332463;2.904842202;0.607359088;0.36
I1;180;17.73804304;-0.017521715;2.552009612;0.76417178;6.512753059;0.58395851;0.36
I1;190;10.14208273;-0.004750628;2.566854191;0.766082545;6.58874044;0.586882466;0.36
I1;200;7.854966687;0.031456274;3.696417355;0.762432962;13.66350127;0.581304021;0.36
I1;210;4.071617963;0.248221045;1.196317379;0.77143579;1.431175271;0.595113177;0.36
I1;220;4.405643945;0.258121022;1.107215467;0.782497825;1.22592609;0.612302847;0.36
I1;230;0.458926108;407.7151849;0.939057928;29.67115486;0.881829793;880.3774309;0.36
I1;240;6.704834678;0.016486601;1.557516978;0.771636825;2.425859138;0.595423389;0.36
I1;250;0.833584776;730.2289775;1.088360781;62.36077602;1.184529189;3888.866385;0.36
I1;260;5.002189796;0.113422842;1.103429733;0.761652696;1.217557177;0.58011483;0.36
I1;270;3.727563853;0.222395017;1.05232342;0.76061294;1.107384581;0.578532044;0.36
I1;280;2.347736852;0.094249764;1.056405802;0.770706342;1.115993218;0.593988266;0.36
I1;290;1.456948105;20.45165401;1.00344587;31.24139629;1.006903615;976.0248419;0.36
I1;300;3.006182983;0.19204909;1.13170604;0.763455358;1.280758561;0.582864084;0.36
I1;310;1.403296759;0.178185165;0.995202305;0.785736424;0.990427628;0.617381728;0.36
I1;320;1.326382711;126.6113978;1.126118975;87.74063262;1.268143945;7698.418613;0.36
I1;330;1.349005429;1.946246893;1.042099757;3.486768514;1.085971904;12.15755467;0.36
I1;340;0.503461125;416.204096;1.000254352;16.51021774;1.000508768;272.58729;0.36
I1;350;0.504261494;429.2926798;1.018062864;13.75801037;1.036451996;189.2828493;0.36
I1;360;0.574267715;483.387323;1.195780176;44.53911443;1.429890229;1983.732715;0.36
I1;370;0.532062485;399.48151;1.06649931;28.06538617;1.137420778;787.6659011;0.36
I1;380;0.225961922;176.5125861;1.010417434;10.21340871;1.02094339;104.3137176;0.36
I1;390;0.694044952;549.5271757;0.952876337;16.89669514;0.907973313;285.4983066;0.36
I1;400;0.300015341;254.6757599;1.056434586;23.60571239;1.116054034;557.2296576;0.36
I1;410;0.255822545;225.9313875;0.935068396;12.2039236;0.874352905;148.9357513;0.36
I1;420;0.157562961;116.7973554;0.964326537;10.01990716;0.929925671;100.3985394;0.36
I1;430;0.30928253;234.7235424;0.9852727;11.75522009;0.970762294;138.1851994;0.36
I1;440;0.106136601;98.63075198;0.933215568;7.528859782;0.870891296;56.68372961;0.36
I1;450;0.157316766;146.9208195;0.96516048;10.00602375;0.931534753;100.1205112;0.36
I1;460;0.086418514;80.63922945;0.886357318;8.185866539;0.785629295;67.00841099;0.36
I1;470;0.108752906;91.76176;0.968779782;9.493950983;0.938534265;90.13510527;0.36
I1;480;0.067211806;88.92004292;0.901934232;7.839622713;0.813485358;61.45968429;0.36
I1;490;0.068745831;72.61789412;0.928188581;7.46704278;0.861534042;55.75672788;0.36
I1;500;0.082919264;60.21215905;0.913864284;7.746641332;0.83514793;60.01045192;0.36
I1;510;0.042485334;51.84316934;0.925396329;7.317294161;0.856358367;53.54279385;0.36
I1;520;0.021771869;33.33137947;0.878661289;7.220271603;0.772045662;52.13232202;0.36
I1;530;0.042659654;37.86509987;0.888629029;7.290766576;0.789661551;53.15527727;0.36
I1;540;0.073267187;37.47927737;0.881887348;7.289447871;0.777725295;53.13605027;0.36
I1;550;0.008341486;30.85216852;0.883167276;7.100019698;0.779984438;50.41027971;0.36
I1;560;0.02512799;33.39888621;0.858776866;7.14435291;0.737497706;51.04177851;0.36
I1;570;0.030565924;37.26124609;0.876154184;7.561950002;0.767646154;57.18308784;0.36
I1;580;0.036307371;22.12322677;0.860064307;7.056542275;0.739710612;49.79478888;0.36
I1;590;0.031869641;38.42505439;0.862539504;7.701820226;0.743974396;59.31803479;0.36
I1;600;0.032941929;16.95178381;0.846602441;7.367813391;0.716735692;54.28467417;0.36
J1;100;44.96201225;-0.009125786;19.47581902;0.711986164;379.3075265;0.506924297;0.07
J1;110;39.6400808;0.021848137;17.34780669;0.71149755;300.9463969;0.506228764;0.07
J1;120;110.1687326;-0.003752451;44.61990518;0.694153156;1990.935938;0.481848604;0.07
J1;130;47.74656219;-0.016626482;5.867529744;0.724305768;34.4279053;0.524618845;0.07
J1;140;74.80795342;-0.032313281;8.245824746;0.748647657;67.99362575;0.560473315;0.07
J1;150;66.65804282;-0.017463493;13.20515536;0.734370174;174.376128;0.539299552;0.07
J1;160;37.84193714;-0.001229266;3.882550996;0.73995924;15.07420224;0.547539677;0.07
J1;170;20.43615719;-0.012301;3.550677184;0.724318963;12.60730846;0.524637961;0.07
J1;180;16.00120643;-0.004180749;3.365143163;0.744354079;11.32418851;0.554062996;0.07
J1;190;12.34691644;-0.010581677;3.558452632;0.753951085;12.66258513;0.568442238;0.07
J1;200;2.88142536;0.096445638;2.737048417;0.757984145;7.491434036;0.574539964;0.07
J1;210;7.184229241;0.066524171;1.836594222;0.75283988;3.373078337;0.566767885;0.07
J1;220;6.379054355;0.108099719;1.604693907;0.746762237;2.575042536;0.557653839;0.07
J1;230;0.787119978;647.4149886;0.955408803;21.58016104;0.912805981;465.7033504;0.07
J1;240;5.141461292;0.188722031;1.455476003;0.748039126;2.118410394;0.559562533;0.07
J1;250;1.121531898;881.1365207;0.919275972;65.87726937;0.845068313;4339.814619;0.07
J1;260;5.8397229;0.055040186;1.34615904;0.744742829;1.81214416;0.554641882;0.07
