Sample;Frequency (GHz);LG (mV) mean;HG (mV) mean;LG (mV) std deviation;HG (mV) std deviation;LG (mV) variance;HG (mV) variance;Thickness (mm)
J1;270;3.464088856;0.208589325;1.021512041;0.745727284;1.04348685;0.556109182;0.07
J1;280;3.295271824;0.213737869;1.007843469;0.770580987;1.015748458;0.593795058;0.07
J1;290;1.034319843;829.9060913;1.002159835;38.70146244;1.004324335;1497.803195;0.07
J1;300;2.921748438;0.224930981;0.987509454;0.769113564;0.975174922;0.591535674;0.07
J1;310;1.305600585;24.56777604;1.057300363;11.19741197;1.117884058;125.3820349;0.07
J1;320;1.356300274;29.38399285;0.996135998;7.925610128;0.992286927;62.8152959;0.07
J1;330;1.027183132;596.8483903;1.13515263;77.27067305;1.288571493;5970.756914;0.07
J1;340;0.48652221;405.5773991;0.966977081;13.82166623;0.935044676;191.0384574;0.07
J1;350;0.791568905;653.6582708;1.046781957;35.38275935;1.095752465;1251.939659;0.07
J1;360;0.550905042;440.4519003;1.152419873;51.57322713;1.328071564;2659.797757;0.07
J1;370;0.426487494;344.3734659;0.986350052;15.74632519;0.972886425;247.9467571;0.07
J1;380;0.292472663;253.366786;1.073116347;20.69458486;1.151578694;428.2658426;0.07
J1;390;0.69511615;571.3929098;0.888105682;24.35378336;0.788731703;593.1067638;0.07
J1;400;0.24166754;211.9651473;0.982174649;11.55593898;0.964667041;133.5397257;0.07
J1;410;0.335516173;251.9616287;0.944334906;10.00708141;0.891768415;100.1416784;0.07
J1;420;0.251820564;225.6150999;0.924879108;11.69273602;0.855401363;136.7200755;0.07
J1;430;0.209789584;170.0085296;0.92401786;11.35258962;0.853809006;128.881291;0.07
J1;440;0.142939909;115.3311031;0.935924775;7.207501199;0.875955185;51.94807353;0.07
J1;450;0.21194967;166.0610647;0.876105895;8.071588668;0.76756154;65.15054363;0.07
J1;460;0.152422006;109.1890191;0.869893482;7.820487266;0.75671467;61.16002108;0.07
J1;470;0.127017555;134.927492;0.918079632;7.451935111;0.84287021;55.5313369;0.07
J1;480;0.071721172;70.29265865;0.863497838;8.660346587;0.745628516;75.001603;0.07
J1;490;0.121536679;75.93441702;0.883423428;6.943503387;0.780436954;48.21223929;0.07
J1;500;0.100531456;86.52484009;0.877106311;7.37747961;0.769315481;54.4272054;0.07
J1;510;0.055936232;65.60470362;0.884058519;6.627487777;0.781559465;43.92359423;0.07
J1;520;0.038795619;53.0986375;0.87039402;6.668226874;0.757585751;44.46524964;0.07
J1;530;0.045021847;33.81620091;0.871202052;6.632522826;0.758993015;43.99035904;0.07
J1;540;0.073578658;47.70431957;0.863448565;6.72816506;0.745543424;45.26820507;0.07
J1;550;0.035828065;52.9472105;0.881496547;7.036078799;0.777036163;49.50640487;0.07
J1;560;0.063632531;46.26906078;0.881801077;7.014620226;0.777573139;49.20489692;0.07
J1;570;0.042660577;33.41407001;0.887964964;6.786978802;0.788481778;46.06308127;0.07
J1;580;0.039559882;44.18855103;0.864843545;6.548059874;0.747954357;42.87708812;0.07
J1;590;0.040086504;43.40931076;0.85008504;6.893916641;0.722644575;47.52608665;0.07
J1;600;0.039621497;27.46219486;0.85691774;7.583846572;0.734308014;57.51472883;0.07
K1;100;64.71196755;0.015129229;22.72394333;0.682621065;516.3776006;0.465971519;2.25
K1;110;37.36735344;-0.013856402;12.57380477;0.705493676;158.1005663;0.497721327;2.25
K1;120;69.07536859;0.010535184;26.19228551;0.676894185;686.0358203;0.458185738;2.25
K1;130;37.76568959;-0.002228823;8.324477207;0.729041547;69.29692077;0.531501577;2.25
K1;140;76.44242366;0.007176745;13.16471865;0.725702395;173.309817;0.526643965;2.25
K1;150;46.16047086;-0.011704232;8.262935588;0.696259258;68.27610454;0.484776954;2.25
K1;160;17.14951951;-0.011787805;1.916606085;0.716684881;3.673378886;0.513637219;2.25
K1;170;13.12986577;-0.002872917;1.739924495;0.715404302;3.027337247;0.511803315;2.25
K1;180;12.80035801;0.001871491;3.240790071;0.728693152;10.50272028;0.53099371;2.25
K1;190;9.978423479;-0.021549149;1.840482784;0.733789145;3.38737688;0.538446509;2.25
K1;200;1.303365911;664.8351847;1.83368549;48.14647399;3.362402475;2318.082958;2.25
K1;210;4.546626066;0.179812137;7.514626172;0.744757223;56.46960651;0.554663321;2.25
K1;220;3.484581641;0.166075522;1.108929719;0.747243844;1.229725121;0.558373362;2.25
K1;230;0.8209219;688.2295705;0.873715993;60.08192947;0.763379636;3609.838249;2.25
K1;240;3.148781113;0.141832568;0.890734731;0.736449791;0.793408361;0.542358295;2.25
K1;250;0.319424625;249.2475205;0.943541975;15.37362855;0.890271459;236.3484548;2.25
K1;260;2.743643579;0.108350043;0.933380128;0.733518104;0.871198464;0.538048808;2.25
K1;270;1.25266876;722.5684131;0.962413064;32.10286684;0.926238906;1030.59406;2.25
K1;280;1.339221006;289.5400207;0.976600478;19.87971586;0.953748493;395.2031029;2.25
K1;290;0.579389458;468.9465105;0.968883789;29.49645712;0.938735797;870.0409828;2.25
K1;300;1.110508907;742.3269993;0.981623676;39.74583419;0.963585041;1579.731335;2.25
K1;310;0.550929328;456.7088929;0.957565007;30.86025957;0.916930743;952.3556205;2.25
K1;320;0.598507443;506.4765507;0.941256175;16.29885899;0.885963188;265.6528045;2.25
K1;330;0.414962796;371.1586326;0.951962946;13.15268171;0.906233451;172.993036;2.25
K1;340;0.160286328;128.0220759;0.970820799;8.862737811;0.942493023;78.54812151;2.25
K1;350;0.078228199;93.9633451;0.945468168;9.379091713;0.893910057;87.96736136;2.25
K1;360;0.148616808;145.5117033;0.953693474;9.265123771;0.909531243;85.84251849;2.25
K1;370;0.164759248;136.2106533;0.942747515;10.5519937;0.888772877;111.344571;2.25
K1;380;0.08429125;64.62659473;0.921837903;8.498022818;0.84978512;72.21639181;2.25
K1;390;0.201795706;165.3059901;0.917273632;12.23496698;0.841390915;149.6944169;2.25
K1;400;0.085550789;65.29038769;0.926734158;8.356734317;0.8588362;69.83500844;2.25
K1;410;0.057198197;49.37811931;0.90086221;8.805263896;0.811552722;77.53267228;2.25
K1;420;0.053089175;42.93287596;0.914267542;8.87029911;0.835885139;78.68220631;2.25
K1;430;0.061770924;58.76818934;0.939700961;9.191446553;0.883037896;84.48268974;2.25
K1;440;0.027191532;26.31645786;0.918209906;8.446981358;0.843109431;71.35149407;2.25
K1;450;0.03459148;36.78988355;0.890113054;8.435762823;0.792301249;71.16209441;2.25
K1;460;0.027947215;19.01329119;0.880870857;8.299588913;0.775933467;68.88317613;2.25
K1;470;-0.003465126;22.28889197;0.908377623;8.264079977;0.825149906;68.29501787;2.25
K1;480;0.019351599;17.1259634;0.880652976;8.403739418;0.775549664;70.62283621;2.25
K1;490;-0.011026017;14.27941577;0.870474112;8.194905598;0.757725179;67.15647776;2.25
K1;500;0.034450578;18.02118256;0.900157381;8.364647613;0.81028331;69.96732968;2.25
K1;510;0.003610577;17.10982412;0.869587593;8.24306651;0.756182582;67.94814548;2.25
K1;520;0.004591783;11.40685128;0.888051008;8.241956676;0.788634593;67.92984986;2.25
K1;530;-0.000789057;9.577135685;0.853379895;8.451732823;0.728257245;71.43178772;2.25
K1;540;0.027158606;10.09790362;0.876697648;8.468606959;0.768598765;71.71730382;2.25
K1;550;0.005665305;8.453244198;0.842781284;8.579269752;0.710280292;73.60386947;2.25
K1;560;0.02112752;9.909757214;0.865316151;8.61038555;0.748772042;74.13873932;2.25
K1;570;0.008238342;8.238035031;0.867130495;8.625754496;0.751915296;74.40364063;2.25
K1;580;0.01494921;7.853930196;0.882573807;8.532773957;0.778936525;72.8082314;2.25
K1;590;0.008136151;8.510337139;0.858715214;8.549805713;0.737391819;73.09917773;2.25
K1;600;0.013861204;7.383789702;0.858173714;8.311094238;0.736462123;69.07428742;2.25
L1;100;2.37290555;37.50343857;2.117056246;33.43584159;4.48192715;1117.955503;1.85
L1;110;23.93848878;-0.022391703;12.85757798;0.695197799;165.3173116;0.483299979;1.85
L1;120;40.40968804;0.004313877;12.20748991;0.701827645;149.0228098;0.492562043;1.85
L1;130;36.20137753;0.027533238;13.39375111;0.729482959;179.3925687;0.532145388;1.85
L1;140;77.84555602;-0.005984247;13.13541925;0.694206574;172.5392389;0.481922767;1.85
L1;150;43.68833905;-0.029027141;6.387531589;0.710604027;40.8005598;0.504958083;1.85
L1;160;19.1052224;-0.001660521;4.488605303;0.690268059;20.14757757;0.476469993;1.85
L1;170;17.50119515;-0.008332169;3.066719577;0.730957104;9.404768966;0.534298287;1.85
L1;180;14.21598293;-0.013075048;4.296941362;0.704400472;18.46370507;0.496180025;1.85
L1;190;8.189450373;0.056553293;2.403786406;0.718854446;5.778189087;0.516751715;1.85
L1;200;1.930109074;283.1061955;1.9540136;45.53069231;3.81816915;2073.043942;1.85
L1;210;6.517747506;0.128423089;1.88440138;0.736382598;3.55096856;0.542259331;1.85
L1;220;5.070768255;0.259769784;0.979974291;0.735133117;0.960349611;0.5404207;1.85
L1;230;1.418717295;885.9159182;0.891026889;43.98682519;0.793928916;1934.84079;1.85
L1;240;4.463817787;0.244363363;0.944520283;0.733553842;0.892118564;0.53810124;1.85
L1;250;0.742323873;623.4947461;0.928668221;45.44676323;0.862424665;2065.408288;1.85
L1;260;2.93729416;0.173140351;0.948176767;0.739612934;0.899039181;0.547027291;1.85
L1;270;1.862547747;0.008111685;0.960250273;0.724354518;0.922080586;0.524689468;1.85
L1;280;1.589043108;0.928019033;0.989566355;2.169078457;0.979241571;4.704901354;1.85
L1;290;0.487224824;410.89246;0.940852582;33.34343523;0.885203581;1111.784673;1.85
L1;300;1.903012829;0.01559069;0.942269033;0.730784336;0.887870931;0.534045746;1.85
L1;310;0.686734662;590.9719973;0.956785211;24.0970896;0.915437941;580.6697274;1.85
L1;320;0.742804727;599.7349951;0.942339475;19.0861235;0.888003685;364.2801104;1.85
L1;330;0.467619051;364.4889587;0.946864613;12.16416486;0.896552596;147.9669068;1.85
L1;340;0.176125518;143.014375;0.929251785;9.169293278;0.86350888;84.07593922;1.85
L1;350;0.183740808;174.0667709;0.955599757;11.12922616;0.913170895;123.859675;1.85
L1;360;0.19804141;160.1911513;0.95696057;11.06377994;0.915773532;122.4072265;1.85
L1;370;0.176077601;152.2387222;0.932457852;8.514847365;0.869477646;72.50262564;1.85
L1;380;0.098087248;77.17849251;0.920823482;7.420347229;0.847915886;55.061553;1.85
L1;390;0.225843721;174.7873322;0.906141935;11.06733879;0.821093207;122.4859878;1.85
L1;400;0.043897167;55.4303755;0.922460178;7.242031845;0.850932781;52.44702525;1.85
L1;410;0.082339288;65.31028985;0.910965046;7.291999999;0.829857315;53.17326398;1.85
L1;420;0.078197849;56.43332609;0.904634712;7.494885889;0.818363961;56.17331449;1.85
L1;430;0.070776905;72.09629485;0.904300852;7.321811594;0.817760031;53.60892502;1.85
L1;440;0.024424958;30.347043;0.899565287;7.053426943;0.809217705;49.75083164;1.85
L1;450;0.036036245;30.47113141;0.88845683;7.080063349;0.789355539;50.12729702;1.85
L1;460;0.015865516;19.23282384;0.878452172;7.067037618;0.771678219;49.9430207;1.85
L1;470;0.034250685;20.40589306;0.871504559;7.120062006;0.759520196;50.69528297;1.85
L1;480;0.03234465;18.10004461;0.877388661;7.088581611;0.769810862;50.24798926;1.85
L1;490;0.01996664;18.55358461;0.875495982;7.064084956;0.766493215;49.90129626;1.85
L1;500;-0.003658582;12.58551415;0.865809776;6.912545297;0.749626568;47.78328248;1.85
L1;510;0.043565022;8.744546855;0.862150002;7.03152334;0.743302627;49.44232048;1.85
L1;520;0.011098654;8.777723987;0.86853442;7.072564528;0.754352039;50.021169;1.85
L1;530;0.031505856;10.96384093;0.863018418;6.913990716;0.74480079;47.80326762;1.85
L1;540;0.013353687;7.915528168;0.874617383;7.012352164;0.764955566;49.17308287;1.85
L1;550;-0.012249624;7.926413329;0.852429341;7.008654347;0.726635781;49.12123575;1.85
L1;560;-0.0264055;9.461422928;0.867992276;7.031473515;0.75341059;49.44161979;1.85
L1;570;0.028238481;9.157839153;0.883492845;7.047482141;0.780559607;49.66700453;1.85
L1;580;-0.006120381;8.843326204;0.85564129;7.133388969;0.732122017;50.88523818;1.85
L1;590;0.005715823;10.04202204;0.838732271;7.013089499;0.703471822;49.18342433;1.85
L1;600;0.020085004;9.030287527;0.864531254;7.162485418;0.747414288;51.30119736;1.85
M1;100;76.99556298;0.001237641;25.33733165;0.6654893;641.9803751;0.442876009;0.04
M1;110;42.93761011;-0.016210661;14.6083627;0.683527203;213.4042608;0.467209438;0.04
M1;120;113.2161917;-0.000208806;38.12218779;0.673810329;1453.301202;0.45402036;0.04
M1;130;42.73601183;-0.000958798;4.556369242;0.692979903;20.76050067;0.480221146;0.04
M1;140;76.76036354;0.009718045;7.36541224;0.701126673;54.24929747;0.491578612;0.04
M1;150;56.90584321;-0.015798567;13.78042233;0.716500411;189.9000396;0.513372839;0.04
M1;160;35.0220017;-0.015852054;3.035346151;0.703497495;9.213326256;0.494908725;0.04
M1;170;18.38811207;-0.030259903;2.906896976;0.705971824;8.450050032;0.498396216;0.04
M1;180;18.38184441;-0.011978243;5.504517237;0.707987498;30.29971002;0.501246298;0.04
M1;190;14.49413641;0.008672485;3.10327723;0.725876663;9.630329564;0.52689693;0.04
M1;200;4.639077574;0.259813358;3.055565744;0.717848459;9.336482017;0.51530641;0.04
M1;210;7.072068387;0.096684738;1.87001989;0.72466165;3.49697439;0.525134507;0.04
M1;220;9.234855942;-0.027617919;1.363898493;0.724457952;1.860219099;0.524839325;0.04
M1;230;1.188055998;1064.574623;0.914788255;34.77674956;0.836837551;1209.42231;0.04
M1;240;4.970013601;0.236439201;1.398666515;0.732876326;1.956268021;0.537107709;0.04
M1;250;1.607088475;57.25408579;0.952302598;16.19882098;0.906880239;262.4018012;0.04
M1;260;7.751555234;-0.026271619;1.413163878;0.714948745;1.997032147;0.511151709;0.04
M1;270;3.886068074;0.211433241;0.983606936;0.732992215;0.967482604;0.537277588;0.04
M1;280;3.19468253;0.219400868;1.003188318;0.742670435;1.006386802;0.551559376;0.04
M1;290;1.187379742;528.7472125;0.95979137;44.63417276;0.921199474;1992.209378;0.04
M1;300;3.386601654;0.219743567;0.993080524;0.73001726;0.986208928;0.532925199;0.04
M1;310;1.380459293;3.165960723;0.947860979;2.753914757;0.898440436;7.584046487;0.04
M1;320;1.52848621;0.032862889;0.977107897;0.713832713;0.954739842;0.509557142;0.04
M1;330;1.341981054;0.283450763;1.008604007;0.806146517;1.017282042;0.649872207;0.04
M1;340;0.764242314;626.3695331;0.972382368;26.87565873;0.945527469;722.3010321;0.04
M1;350;0.853782839;731.077595;1.228879019;64.68929516;1.510143643;4184.704908;0.04
M1;360;0.459485794;402.4886546;1.088042019;39.52720937;1.183835435;1562.40028;0.04
M1;370;0.466525755;399.8085275;0.94265571;14.99066438;0.888599787;224.7200185;0.04
M1;380;0.338711043;264.9532922;0.958824575;12.7476109;0.919344567;162.5015838;0.04
M1;390;0.879388184;685.8395217;0.795141588;57.90038422;0.632250145;3352.454493;0.04
M1;400;0.346378519;289.9508603;0.941764802;12.6736352;0.886920942;160.6210292;0.04
M1;410;0.439570604;387.1738385;0.847839374;27.3673107;0.718831603;748.9696949;0.04
M1;420;0.286423004;224.2676218;0.968613138;18.04420742;0.93821141;325.5934215;0.04
M1;430;0.323765188;281.8320281;0.91884116;11.95923095;0.844269076;143.0232049;0.04
M1;440;0.178383154;148.0101397;0.870207741;10.73845765;0.757261512;115.3144726;0.04
M1;450;0.272548286;215.7953365;0.859932625;12.11680074;0.73948412;146.8168603;0.04
M1;460;0.142625897;119.4212909;0.857064298;13.71766599;0.734559212;188.1743603;0.04
M1;470;0.122684255;112.3160936;0.934077623;10.53243414;0.872501006;110.9321689;0.04
M1;480;0.130688928;94.49487229;0.862254457;10.24039692;0.743482748;104.865729;0.04
M1;490;0.095875508;68.17256738;0.893570936;9.702266653;0.798469018;94.13397821;0.04
M1;500;0.107321232;98.30289994;0.868270844;10.68478315;0.753894259;114.164591;0.04
M1;510;0.080843448;79.15814046;0.892073784;9.901185445;0.795795636;98.03347321;0.04
M1;520;0.091014069;56.90638539;0.878723365;9.846120255;0.772154751;96.94608408;0.04
M1;530;0.049089925;36.17759851;0.870353031;9.547737728;0.757514398;91.15929571;0.04
M1;540;0.057678366;41.92151689;0.868619689;9.782434991;0.754500164;95.69603436;0.04
M1;550;0.04773767;43.34053095;0.869900251;9.930947277;0.756726447;98.62371381;0.04
M1;560;0.04968726;50.49290053;0.861959223;9.66950498;0.742973702;93.49932656;0.04
M1;570;0.039235883;21.49761723;0.856326333;9.722263757;0.733294789;94.52241257;0.04
M1;580;0.085658193;39.63486534;0.884078713;9.999240955;0.781595171;99.98481967;0.04
M1;590;0.076470947;56.53130815;0.857938619;10.1147058;0.736058674;102.3072735;0.04
M1;600;0.02218891;28.5281075;0.862904948;9.897839033;0.744604949;97.96721753;0.04
N1;100;0.032361943;37.76131016;0.888844517;9.141574494;0.790044575;83.56838422;0.04
N1;110;84.64388438;-0.001451828;38.70684227;0.72634615;1498.219639;0.52757873;0.04
N1;120;153.1085536;0.003016988;43.47680455;0.741126829;1890.232534;0.549268977;0.04
N1;130;44.41193278;-0.016630523;3.204184153;0.710814889;10.26679609;0.505257807;0.04
N1;140;76.55031755;0.013040376;6.936567085;0.696780344;48.11596292;0.485502848;0.04
N1;150;60.76599306;-0.032604164;12.7594032;0.694088405;162.80237;0.481758715;0.04
N1;160;34.04198797;0.001500202;3.081361321;0.704418887;9.49478759;0.496205968;0.04
N1;170;18.33884834;-0.002091072;2.455197014;0.698907432;6.027992378;0.488471598;0.04
N1;180;20.74406098;-0.018073303;5.450104359;0.701480134;29.70363752;0.492074378;0.04
N1;190;15.32949766;-0.031131974;3.273948311;0.702631074;10.71873754;0.493690427;0.04
N1;200;6.705777503;0.098039139;3.482132714;0.715549037;12.12524824;0.512010425;0.04
N1;210;41.99987032;0.001173947;16.77424918;0.679626247;281.3754354;0.461891836;0.04
N1;220;7.663831373;0.067380319;3.114118114;0.724217865;9.697731631;0.524491515;0.04
N1;230;1.119849563;963.5420718;0.897626884;48.90175606;0.805734022;2391.381746;0.04
N1;240;5.786017424;0.09811701;1.62362205;0.728880832;2.636148562;0.531267267;0.04
N1;250;1.673634949;0.21799856;0.977499224;1.036357115;0.955504734;1.07403607;0.04
N1;260;4.706162161;0.16953397;1.118064155;0.722632085;1.250067454;0.52219713;0.04
N1;270;3.20841219;0.210207154;1.002501405;0.732485937;1.005009066;0.536535648;0.04
N1;280;2.123292817;0.030583778;0.986203667;0.719485286;0.972597673;0.517659077;0.04
N1;290;1.630083663;0.014925443;0.963234659;0.71865219;0.927821009;0.51646097;0.04
N1;300;2.897642957;0.208695822;1.00364519;0.722935181;1.007303667;0.522635276;0.04
N1;310;1.934072007;0.015680878;0.853294458;0.71535176;0.728111432;0.511728141;0.04
N1;320;1.669176142;0.015400045;0.939496539;0.7060527;0.882653746;0.498510415;0.04
N1;330;1.264639646;12.60250862;0.939903357;7.69172026;0.883418321;59.16256056;0.04
N1;340;0.70207982;586.8040782;0.925193235;27.67650291;0.855982522;765.9888135;0.04
N1;350;0.513453679;426.8359788;0.990550855;23.5226825;0.981190997;553.3165921;0.04
N1;360;0.451137351;378.1409403;0.913919903;25.73255867;0.835249589;662.1645758;0.04
N1;370;0.66602203;560.3957835;0.84742717;34.76098088;0.718132808;1208.325792;0.04
N1;380;0.383959584;317.9636359;0.898103727;19.81843118;0.806590305;392.7702143;0.04
N1;390;0.987638048;503.5565576;0.967542011;39.49891884;0.936137543;1560.16459;0.04
N1;400;0.488666395;408.5221518;0.903537099;19.68352708;0.816379289;387.4412383;0.04
N1;410;0.60517723;517.1824945;0.921700214;22.83777122;0.849531284;521.5637942;0.04
N1;420;0.208754858;174.0705874;0.904733996;12.41986175;0.818543604;154.2529658;0.04
N1;430;0.37223382;298.0260172;0.95544335;12.89518861;0.912871996;166.2858892;0.04
N1;440;0.194290471;173.5992066;0.88900203;11.15053035;0.790324609;124.3343271;0.04
N1;450;0.337109338;257.3999967;0.89564807;13.88767295;0.802185466;192.8674598;0.04
N1;460;0.2210537;184.9253337;0.862014101;13.21193549;0.743068311;174.5552395;0.04
N1;470;0.092226102;108.1668295;0.91656942;10.56383482;0.840099501;111.5946061;0.04
N1;480;0.122848746;103.3622216;0.876656465;9.529621137;0.768526558;90.81367902;0.04
N1;490;0.050419498;58.1926776;0.888673554;9.26901013;0.789740686;85.91454879;0.04
N1;500;0.146664224;121.4555263;0.844979444;10.20575136;0.713990261;104.1573608;0.04
N1;510;0.08061397;58.36801327;0.89371202;10.29221736;0.798721174;105.9297383;0.04
N1;520;0.039060837;46.47448127;0.878446429;8.74593489;0.771668128;76.49137711;0.04
N1;530;0.080139852;48.09524204;0.878208584;9.204052326;0.771250318;84.71457922;0.04
N1;540;0.058615344;56.15683119;0.858016841;9.264579182;0.736192899;85.83242742;0.04
N1;550;0.072156002;55.89576191;0.855200667;9.508748488;0.731368181;90.41629781;0.04
N1;560;0.063721522;50.26655197;0.86100985;8.97912045;0.741337961;80.62460405;0.04
N1;570;0.029614931;21.71080013;0.865220296;8.69271169;0.748606161;75.56323652;0.04
N1;580;0.033244071;31.0526376;0.85418174;9.25308798;0.729626445;85.61963716;0.04
N1;590;0.055906915;59.63691498;0.866500302;10.27295531;0.750822774;105.5336109;0.04
N1;600;0.032412003;31.76630495;0.855476655;9.126858516;0.731840308;83.29954637;0.04
REF;100;39.76641151;-0.009499853;27.17428641;0.753769431;738.441842;0.568168354;0
REF;110;37.85052279;-0.008787291;25.97133654;0.774541307;674.5103217;0.599914236;0
REF;120;88.59652526;0.008658142;20.28850539;0.788479023;411.6234511;0.621699169;0
REF;130;31.54366957;-0.033494266;8.790932132;0.802815361;77.28048775;0.644512504;0
REF;140;77.03990501;0.010781101;14.82298705;0.782645282;219.7209452;0.612533637;0
REF;150;71.39469744;-0.022881271;7.092993859;0.765332002;50.31056189;0.585733074;0
REF;160;30.06016654;-0.040160189;4.60091409;0.787120977;21.16841046;0.619559433;0
REF;170;11.62704334;-0.00971489;3.766000143;0.773699541;14.18275708;0.59861098;0
REF;180;17.14259769;-0.003619576;4.220409285;0.77538199;17.81185453;0.60121723;0
REF;190;12.91346376;-0.019590016;2.850211559;0.764142685;8.123705931;0.583914044;0
REF;200;6.605250645;0.027537356;5.253363401;0.775869558;27.59782703;0.601973571;0
REF;210;5.98272116;0.091820761;1.287996186;0.801645913;1.658934176;0.642636171;0
REF;220;5.984124823;0.095738485;1.216829242;0.797282377;1.480673403;0.635659189;0
REF;230;2.100493741;0.006241676;0.935958486;0.823413399;0.876018288;0.678009625;0
REF;240;6.539655017;0.011391951;1.327916442;0.806516627;1.763362078;0.650469069;0
REF;250;2.525972349;0.098019797;1.024102174;0.781975735;1.048785263;0.61148605;0
REF;260;6.428218468;-0.010281099;1.288085602;0.786631216;1.659164517;0.618788671;0
REF;270;3.619566948;0.21893104;1.056888865;0.795632168;1.117014073;0.633030547;0
REF;280;3.422523042;0.178761291;1.092908256;0.80374965;1.194448457;0.646013499;0
REF;290;0.978364805;653.2518599;1.070745322;30.23374028;1.146495545;914.079051;0
REF;300;2.558895167;0.165783418;1.002672771;0.78500111;1.005352686;0.616226743;0
REF;310;1.484728748;-0.023321379;0.998757396;0.781856159;0.997516336;0.611299053;0
REF;320;1.670114657;0.009858848;0.996784055;0.774976569;0.993578453;0.600588683;0
REF;330;1.520607942;0.00058513;0.928842881;0.796275965;0.862749097;0.634055412;0
REF;340;0.932807315;467.9407391;0.99969341;16.7114271;0.999386914;279.2717956;0
REF;350;0.809974917;681.9521172;0.997618991;21.21156808;0.995243651;449.9306205;0
REF;360;1.116235563;3.096712665;1.056150902;2.320866185;1.115454727;5.386419847;0
REF;370;0.483618238;407.0403384;1.080956611;21.66437971;1.168467194;469.3453481;0
REF;380;0.581964228;473.10308;1.018350432;16.83493509;1.037037602;283.4150394;0
REF;390;0.755558758;673.0327189;0.959333848;23.01419905;0.920321433;529.653358;0
REF;400;0.409544643;335.4455885;0.948029647;15.78100273;0.898760211;249.0400472;0
REF;410;0.275181158;237.0015302;1.001365563;12.31382667;1.002732991;151.6303271;0
REF;420;0.19505342;151.021021;0.947678105;9.686396083;0.89809379;93.82626908;0
REF;430;0.244946212;208.2292903;0.937833728;13.3627088;0.879532102;178.5619865;0
REF;440;0.260448451;228.0517098;0.933656467;16.05936033;0.871714398;257.9030543;0
REF;450;0.159583185;154.8284902;1.001022611;11.33257126;1.002046268;128.4271715;0
REF;460;0.025718326;29.68883902;0.942427643;10.14673691;0.888169863;102.95627;0
REF;470;0.118717027;115.0520125;0.970473994;10.0187975;0.941819774;100.3763034;0
REF;480;0.040464069;30.92898564;0.939083681;9.185466326;0.881878159;84.37279163;0
REF;490;0.115105608;78.41977546;0.953030983;10.95111584;0.908268054;119.9269382;0
REF;500;0.032715138;40.93507208;0.943922312;8.862764737;0.890989331;78.54859879;0
REF;510;0.030650083;20.39522783;0.932579163;9.478892362;0.869703896;89.84940042;0
REF;520;0.056702337;35.18570718;0.920428627;9.127103936;0.847188857;83.30402626;0
REF;530;0.027778025;27.47749882;0.929191684;8.991900197;0.863397185;80.85426915;0
REF;540;0.028324704;10.8835808;0.916046885;8.998709023;0.839141896;80.97676407;0
REF;550;0.025375501;13.81087015;0.908942467;9.079121993;0.826176408;82.43045617;0
REF;560;0.021108574;14.74467346;0.906064021;9.109168435;0.82095201;82.97694957;0
REF;570;-0.007803625;10.22077444;0.878582381;8.854606756;0.771907;78.40406081;0
REF;580;0.055913301;19.12238949;0.894914008;9.114715553;0.800871083;83.07803961;0
REF;590;0.040825679;12.86455308;0.888418299;8.693435856;0.789287075;75.57582698;0
REF;600;0.004655195;13.89375716;0.882876859;9.494025801;0.779471548;90.13652591;0
